County,Docket_Number,Offense_Tracking_Number,Filing_Date,Offense_Sequence_Number,Statute_Title,Statute_Section,Statute_SubSection,Offense_Description,Offense_Grade,Offense_Disposition,Offense_Disposition_Date,Case_Disposition,Case_Disposition_Date
Northampton,CP-48-CR-0001207-2020,U8776891,6/19/2020,2,18,3925,A,Receiving Stolen Property,F3,Proceed to Court,7/24/2020,,
Northampton,CP-48-CR-0001207-2020,U8776891,6/19/2020,3,18,3928,A,Unauth Use Motor/Other Vehicles,M2,Proceed to Court,7/24/2020,,
Northampton,CP-48-CR-0001207-2020,U8776891,6/19/2020,4,18,3921,A,Theft By Unlaw Taking-Movable Prop,M3,Proceed to Court,7/24/2020,,
Northampton,CP-48-CR-0001216-2022,R1257340,5/12/2022,1,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,Proceed to Court,8/11/2022,,
Northampton,CP-48-CR-0001216-2022,R1257340,5/12/2022,2,18,2701,A1,Simple Assault,M2,Proceed to Court,8/11/2022,,
Northampton,CP-48-CR-0001216-2022,R1257340,5/12/2022,3,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Proceed to Court,8/11/2022,,
Philadelphia,CP-51-CR-0006219-2016,U0325776,6/28/2016,1,18,2702,A,Aggravated Assault,F1,Held for Court,7/6/2016,,
Philadelphia,CP-51-CR-0006219-2016,U0325776,6/28/2016,2,18,2702,A,Conspiracy Aggravated Assault,F1,Held for Court,7/6/2016,,
Philadelphia,CP-51-CR-0006219-2016,U0325776,6/28/2016,3,18,4304,A1,Endangering Welfare of Children - Parent/Guardian/Other Commits Offense,F3,Held for Court,7/6/2016,,
Philadelphia,CP-51-CR-0006219-2016,U0325776,6/28/2016,4,18,2701,A,Simple Assault,M2,Held for Court,7/6/2016,,
Philadelphia,CP-51-CR-0006219-2016,U0325776,6/28/2016,5,18,2705,,Recklessly Endangering Another Person,M2,Held for Court,7/6/2016,,
Philadelphia,CP-51-CR-0006237-2016,U0325776,6/28/2016,1,18,2702,A,Aggravated Assault,F1,Held for Court,7/6/2016,,
Philadelphia,CP-51-CR-0006237-2016,U0325776,6/28/2016,2,18,2702,A,Conspiracy Aggravated Assault,F1,Held for Court,7/6/2016,,
Philadelphia,CP-51-CR-0006237-2016,U0325776,6/28/2016,3,18,4304,A1,Endangering Welfare of Children - Parent/Guardian/Other Commits Offense,F3,Held for Court,7/6/2016,,
Philadelphia,CP-51-CR-0006237-2016,U0325776,6/28/2016,4,18,2701,A,Simple Assault,M2,Held for Court,7/6/2016,,
Philadelphia,CP-51-CR-0006237-2016,U0325776,6/28/2016,5,18,2705,,Recklessly Endangering Another Person,M2,Held for Court,7/6/2016,,
Delaware,CP-23-MD-0002460-2020,U9294235,12/2/2020,4,18,2701,A1,Simple Assault,M2,,,,
Delaware,CP-23-MD-0002460-2020,U9294235,12/2/2020,8,18,5104,,Resist Arrest/Other Law Enforce,M2,,,,
Berks,CP-06-CR-0000854-2022,R2533510,3/21/2022,1,18,2701,A1,Simple Assault,M2,Proceed to Court,3/31/2022,,
Berks,CP-06-CR-0000854-2022,R2533510,3/21/2022,2,18,2701,A3,Simple Assault,M2,Proceed to Court,3/31/2022,,
Berks,CP-06-CR-0000854-2022,R2533510,3/21/2022,3,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Proceed to Court,3/31/2022,,
Berks,CP-06-CR-0003482-2021,X4174800,10/19/2021,1,18,2702,A1,Aggravated Assault - Attempts to cause SBI or causes injury with extreme indifference,F1,Proceed to Court,10/28/2021,,
Berks,CP-06-CR-0003482-2021,X4174800,10/19/2021,2,18,2702,A4,Aggravated Assault - Attempts to cause or causes BI with deadly weapon,F2,Proceed to Court,10/28/2021,,
Berks,CP-06-CR-0003482-2021,X4174800,10/19/2021,3,18,3701,A1IV,Robbery-Inflict Threat Imm Bod Inj,F2,Proceed to Court,10/28/2021,,
Berks,CP-06-CR-0003482-2021,X4174800,10/19/2021,4,18,3921,A,Theft By Unlaw Taking-Movable Prop,F3,Proceed to Court,10/28/2021,,
Berks,CP-06-CR-0003482-2021,X4174800,10/19/2021,5,18,3925,A,Receiving Stolen Property,F3,Proceed to Court,10/28/2021,,
Berks,CP-06-CR-0003482-2021,X4174800,10/19/2021,6,18,5503,A1,Disorderly Conduct Engage In Fighting,M3,Proceed to Court,10/28/2021,,
Berks,CP-06-CR-0003482-2021,X4174800,10/19/2021,7,18,2705,,Recklessly Endangering Another Person,M2,Proceed to Court,10/28/2021,,
Berks,CP-06-CR-0003482-2021,X4174800,10/19/2021,8,18,2701,A1,Simple Assault,M2,Proceed to Court,10/28/2021,,
Berks,CP-06-CR-0003482-2021,X4174800,10/19/2021,9,18,2701,A3,Simple Assault,M2,Proceed to Court,10/28/2021,,
Berks,CP-06-CR-0003482-2021,X4174800,10/19/2021,10,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Proceed to Court,10/28/2021,,
Delaware,CP-23-CR-0008104-2013,L8101446,12/19/2013,1,18,2702,A6,Aggravated Assault - Fear of Imminent SBI designated individuals,F2,Sent to Common Pleas (Lower Court),12/17/2013,,
Delaware,CP-23-CR-0008104-2013,L8101446,12/19/2013,2,18,2701,A1,Simple Assault,M1,Sent to Common Pleas (Lower Court),12/17/2013,,
Delaware,CP-23-CR-0008104-2013,L8101446,12/19/2013,3,18,2701,A1,Simple Assault,M1,Sent to Common Pleas (Lower Court),12/17/2013,,
Delaware,CP-23-CR-0008104-2013,L8101446,12/19/2013,4,18,2705,,Recklessly Endangering Another Person,M2,Sent to Common Pleas (Lower Court),12/17/2013,,
Delaware,CP-23-CR-0008104-2013,L8101446,12/19/2013,5,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Sent to Common Pleas (Lower Court),12/17/2013,,
Delaware,CP-23-CR-0008104-2013,L8101446,12/19/2013,6,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Sent to Common Pleas (Lower Court),12/17/2013,,
Delaware,CP-23-CR-0008104-2013,L8101446,12/19/2013,7,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,Sent to Common Pleas (Lower Court),12/17/2013,,
Delaware,CP-23-CR-0008104-2013,L8101446,12/19/2013,8,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,Sent to Common Pleas (Lower Court),12/17/2013,,
Delaware,CP-23-CR-0008104-2013,L8101446,12/19/2013,9,18,5104,,Resist Arrest/Other Law Enforce,M2,Sent to Common Pleas (Lower Court),12/17/2013,,
Delaware,CP-23-CR-0007493-2017,T9824006,12/19/2017,1,18,3701,A1II,Robbery-Threat Immed Ser Injury,F1,Guilty Plea - Negotiated,9/25/2019,Guilty Plea - Negotiated,9/25/2019
Delaware,CP-23-CR-0007493-2017,T9824006,12/19/2017,2,18,3123,A2,IDSI Threat Forcible Compulsion,F1,Guilty Plea - Negotiated,9/25/2019,Guilty Plea - Negotiated,9/25/2019
Delaware,CP-23-CR-0007493-2017,T9824006,12/19/2017,3,18,3124.1,,Sexual Assault,F2,Dismissed,9/25/2019,Guilty Plea - Negotiated,9/25/2019
Delaware,CP-23-CR-0007493-2017,T9824006,12/19/2017,4,18,3126,A2,Indecent Assault Forcible Compulsion,M1,Dismissed,9/25/2019,Guilty Plea - Negotiated,9/25/2019
Delaware,CP-23-CR-0007493-2017,T9824006,12/19/2017,5,18,2701,A3,Simple Assault,M2,Dismissed,9/25/2019,Guilty Plea - Negotiated,9/25/2019
Delaware,CP-23-CR-0007493-2017,T9824006,12/19/2017,6,18,2705,,Recklessly Endangering Another Person,M2,Dismissed,9/25/2019,Guilty Plea - Negotiated,9/25/2019
Delaware,CP-23-CR-0007493-2017,T9824006,12/19/2017,7,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Dismissed,9/25/2019,Guilty Plea - Negotiated,9/25/2019
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,1,18,2709,A7,Harassment - Comm. Repeatedly in Another Manner,M3,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,2,18,2709,A7,Harassment - Comm. Repeatedly in Another Manner,M3,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,3,18,2709,A7,Harassment - Comm. Repeatedly in Another Manner,M3,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,4,18,2709,A7,Harassment - Comm. Repeatedly in Another Manner,M3,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,5,18,2709,A7,Harassment - Comm. Repeatedly in Another Manner,M3,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,6,18,2709,A7,Harassment - Comm. Repeatedly in Another Manner,M3,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,7,18,2709.1,A1,Stalking - Repeatedly Commit Acts To Cause Fear,M1,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,8,18,2709.1,A1,Stalking - Repeatedly Commit Acts To Cause Fear,M1,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,9,18,2709.1,A1,Stalking - Repeatedly Commit Acts To Cause Fear,M1,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,10,18,2709.1,A1,Stalking - Repeatedly Commit Acts To Cause Fear,M1,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,11,18,2709.1,A1,Stalking - Repeatedly Commit Acts To Cause Fear,M1,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,12,18,2709.1,A1,Stalking - Repeatedly Commit Acts To Cause Fear,M1,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,13,18,4952,A1,Intim Wit/Vit - Refrain From Report,F3,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-CR-0004582-2014,T4743863,7/28/2014,14,18,4953,A,Retaliation Against Witness or Victim,F3,Sent to Common Pleas (Lower Court),7/22/2014,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,1,18,3304,A5,Criminal Mischief - Damage Property,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,2,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,3,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,4,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,5,18,5503,A1,Disorderly Conduct Engage In Fighting,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,6,18,5503,A1,Disorderly Conduct Engage In Fighting,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,7,18,5503,A1,Disorderly Conduct Engage In Fighting,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,8,18,2701,A3,Simple Assault,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,9,18,2701,A3,Simple Assault,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,10,18,2701,A3,Simple Assault,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,11,18,2702,A1,Aggravated Assault - Attempts to cause SBI or causes injury with extreme indifference,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,12,18,2702,A1,Aggravated Assault - Attempts to cause SBI or causes injury with extreme indifference,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,13,18,2702,A1,Aggravated Assault - Attempts to cause SBI or causes injury with extreme indifference,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,14,18,2709,A1,Harassment - Subject Other to Physical Contact,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,15,18,2709,A1,Harassment - Subject Other to Physical Contact,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,16,18,2709,A1,Harassment - Subject Other to Physical Contact,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,17,18,2705,,Recklessly Endangering Another Person,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,18,18,2705,,Recklessly Endangering Another Person,,,,,
Delaware,CP-23-MD-0001328-2019,U7072925,6/3/2019,19,18,2705,,Recklessly Endangering Another Person,,,,,
Delaware,CP-23-CR-0002797-2019,X2545045,5/13/2019,1,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Proceed to Court,6/5/2019,,
Delaware,CP-23-CR-0002797-2019,X2545045,5/13/2019,2,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Proceed to Court,6/5/2019,,
York,CP-67-CR-0006534-2016,T7938442,10/7/2016,4,18,3125,A8,Agg. Ind. Assault - Comp. Less Than 16,F2,Guilty Plea - Non-Negotiated,1/11/2021,Guilty Plea - Non-Negotiated,1/11/2021
York,CP-67-CR-0006534-2016,T7938442,10/7/2016,7,18,6301,A1i,Corruption Of Minors,M1,Guilty Plea - Non-Negotiated,1/11/2021,Guilty Plea - Non-Negotiated,1/11/2021
York,CP-67-CR-0007924-2016,U0106201,12/8/2016,1,18,6301,A1i,Corruption Of Minors,M1,Guilty Plea - Non-Negotiated,1/11/2021,Guilty Plea - Non-Negotiated,1/11/2021
Cambria,CP-11-CR-0000937-2019,X2638893,7/1/2019,4,18,5104,,Resist Arrest/Other Law Enforce,M2,Guilty Plea,5/18/2020,Guilty Plea,5/18/2020
Delaware,CP-23-CR-0000001-2019,U6302575,1/2/2019,1,18,3127,A,Indecent Exposure,M1,Guilty Plea - Negotiated,7/3/2019,Guilty Plea - Negotiated,7/3/2019
Delaware,CP-23-MD-0002921-2018,U6302575,11/29/2018,1,18,3127,A,Indecent Exposure,M1,,,,
Delaware,CP-23-CR-0003783-2017,T9129713,6/27/2017,2,18,4101,A2,Forgery - Unauthorized Act In Writing,F2,Guilty Plea - Negotiated,8/7/2017,Guilty Plea - Negotiated,8/7/2017
Delaware,CP-23-CR-0003783-2017,T9129713,6/27/2017,5,63,390-8,13i,Procure For Self/Other Drug By Fraud,M,Guilty Plea - Negotiated,8/7/2017,Guilty Plea - Negotiated,8/7/2017
Delaware,CP-23-MD-0001464-2021,X3952303,6/25/2021,1,18,4914,A,False Identification To Law Enforcement Officer,,,,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,1,18,3121,A1,Rape Forcible Compulsion,F1,Held for Court,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,2,18,3124.1,,Sexual Assault,F2,Held for Court,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,3,18,6106,A1,Firearms Not To Be Carried W/O License,F3,Held for Court,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,4,18,2902,A1,Unlawful Restraint/ Serious Bodily Injury,M1,Held for Court,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,5,18,6108,,Carry Firearms Public In Phila,M1,Held for Court,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,6,18,907,A,Poss Instrument Of Crime W/Int,M1,Held for Court,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,7,18,3127,A,Indecent Exposure,M1,Held for Court,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,8,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Held for Court,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,9,18,3126,A2,Indecent Assault Forcible Compulsion,M1,Replacement by Information,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,10,18,2701,A,Simple Assault,M2,Held for Court,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,11,18,2705,,Recklessly Endangering Another Person,M2,Held for Court,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,12,18,2903,A,False Imprisonment,M2,Held for Court,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,99999,18,3126,A1,Indec Asslt-W/O Cons Of Other,M2,Charge Changed,10/9/2013,,
Philadelphia,CP-51-CR-0012493-2013,N8699121,10/4/2013,99999,18,6105,A1,Possession Of Firearm Prohibited,F2,Disposed at Lower Court,10/9/2013,,
Delaware,CP-23-CR-0004752-2021,R1684583,11/8/2021,1,75,3733,A,Fleeing or Attempting to Elude Officer,F3,Sent to Common Pleas (Lower Court),11/8/2021,,
Delaware,CP-23-CR-0004752-2021,R1684583,11/8/2021,2,18,2709.1,A1,Stalking - Repeatedly Commit Acts To Cause Fear,M1,Sent to Common Pleas (Lower Court),11/8/2021,,
Delaware,CP-23-CR-0004752-2021,R1684583,11/8/2021,3,18,2705,,Recklessly Endangering Another Person,M2,Sent to Common Pleas (Lower Court),11/8/2021,,
Delaware,CP-23-CR-0004752-2021,R1684583,11/8/2021,4,18,2709,A2,Harassment - Follow In Public Place,S,Sent to Common Pleas (Lower Court),11/8/2021,,
Delaware,CP-23-CR-0004752-2021,R1684583,11/8/2021,5,18,2709,A3,Harassment - Course of Conduct W/No Legitimate Purpose,S,Sent to Common Pleas (Lower Court),11/8/2021,,
Delaware,CP-23-CR-0004752-2021,R1684583,11/8/2021,6,75,3703,A,Drive On Sidewalk,S,Sent to Common Pleas (Lower Court),11/8/2021,,
Delaware,CP-23-CR-0004752-2021,R1684583,11/8/2021,7,75,3734,,Dr W/O Light To Avoid Ident Arrest,S,Sent to Common Pleas (Lower Court),11/8/2021,,
Delaware,CP-23-CR-0004752-2021,R1684583,11/8/2021,8,75,3736,A,Reckless Driving,S,Sent to Common Pleas (Lower Court),11/8/2021,,
Delaware,CP-23-MD-0002450-2021,R1684583,10/12/2021,1,75,3733,A,Fleeing or Attempting to Elude Officer,F3,,,,
Delaware,CP-23-MD-0002450-2021,R1684583,10/12/2021,2,18,2709.1,A1,Stalking - Repeatedly Commit Acts To Cause Fear,M1,,,,
Delaware,CP-23-MD-0002450-2021,R1684583,10/12/2021,3,18,2705,,Recklessly Endangering Another Person,M2,,,,
Delaware,CP-23-MD-0002450-2021,R1684583,10/12/2021,4,18,2709,A2,Harassment - Follow In Public Place,S,,,,
Delaware,CP-23-MD-0002450-2021,R1684583,10/12/2021,5,18,2709,A3,Harassment - Course of Conduct W/No Legitimate Purpose,S,,,,
Delaware,CP-23-MD-0002450-2021,R1684583,10/12/2021,6,75,3703,A,Drive On Sidewalk,S,,,,
Delaware,CP-23-MD-0002450-2021,R1684583,10/12/2021,7,75,3734,,Dr W/O Light To Avoid Ident Arrest,S,,,,
Delaware,CP-23-MD-0002450-2021,R1684583,10/12/2021,8,75,3736,A,Reckless Driving,S,,,,
Delaware,CP-23-CR-0005372-2018,X1961982,9/13/2018,1,18,2701,A1,Simple Assault,M2,Sent to Common Pleas (Lower Court),9/12/2018,,
Delaware,CP-23-CR-0005372-2018,X1961982,9/13/2018,2,18,2705,,Recklessly Endangering Another Person,M2,Sent to Common Pleas (Lower Court),9/12/2018,,
Delaware,CP-23-CR-0005372-2018,X1961982,9/13/2018,3,18,2709,A1,Harassment - Subject Other to Physical Contact,S,Sent to Common Pleas (Lower Court),9/12/2018,,
Delaware,CP-23-CR-0005372-2018,X1961982,9/13/2018,4,18,2709,A2,Harassment - Follow In Public Place,S,Sent to Common Pleas (Lower Court),9/12/2018,,
Delaware,CP-23-CR-0005372-2018,X1961982,9/13/2018,5,18,5503,A1,Disorderly Conduct Engage In Fighting,S,Sent to Common Pleas (Lower Court),9/12/2018,,
Delaware,CP-23-CR-0005372-2018,X1961982,9/13/2018,6,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,Sent to Common Pleas (Lower Court),9/12/2018,,
Delaware,CP-23-CR-0005372-2018,X1961982,9/13/2018,7,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,Sent to Common Pleas (Lower Court),9/12/2018,,
Delaware,CP-23-CR-0005372-2018,X1961982,9/13/2018,8,18,2701,A3,Simple Assault,M2,Sent to Common Pleas (Lower Court),9/12/2018,,
Delaware,CP-23-MD-0002145-2018,X1961982,8/22/2018,1,18,2701,A1,Simple Assault,M2,,,,
Delaware,CP-23-MD-0002145-2018,X1961982,8/22/2018,2,18,2705,,Recklessly Endangering Another Person,M2,,,,
Delaware,CP-23-MD-0002145-2018,X1961982,8/22/2018,3,18,2709,A1,Harassment - Subject Other to Physical Contact,S,,,,
Delaware,CP-23-MD-0002145-2018,X1961982,8/22/2018,4,18,2709,A2,Harassment - Follow In Public Place,S,,,,
Delaware,CP-23-MD-0002145-2018,X1961982,8/22/2018,5,18,5503,A1,Disorderly Conduct Engage In Fighting,S,,,,
Delaware,CP-23-MD-0002145-2018,X1961982,8/22/2018,6,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,,,,
Delaware,CP-23-MD-0002145-2018,X1961982,8/22/2018,7,18,5503,A4,Disorderly Conduct Hazardous/Physi Off,S,,,,
Delaware,CP-23-MD-0002145-2018,X1961982,8/22/2018,8,18,2701,A3,Simple Assault,M2,,,,
Delaware,CP-23-MD-0000281-2018,U5329715,1/31/2018,1,18,3123,B,Invol. Deviate Sexual Intercourse W/Child,F1,,,,
Delaware,CP-23-MD-0000281-2018,U5329715,1/31/2018,3,18,3124.1,,Sexual Assault,F2,,,,
Delaware,CP-23-MD-0000281-2018,U5329715,1/31/2018,5,18,3126,A7,Indecent Assault Person Less than 13 Years of Age,F3,,,,
Delaware,CP-23-MD-0000281-2018,U5329715,1/31/2018,11,18,4304,A1,Endangering Welfare of Children - Parent/Guardian/Other Commits Offense,M1,,,,
Delaware,CP-23-MD-0002397-2020,U9338840,11/20/2020,1,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,,,,
Delaware,CP-23-MD-0002397-2020,U9338840,11/20/2020,2,18,2702,A3,Aggravated Assault - Attempts to cause or causes BI to designated individuals,F2,,,,
Delaware,CP-23-MD-0002397-2020,U9338840,11/20/2020,3,18,907,A,Poss Instrument Of Crime W/Int,M1,,,,
Delaware,CP-23-MD-0002397-2020,U9338840,11/20/2020,4,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,,,,
Delaware,CP-23-MD-0002397-2020,U9338840,11/20/2020,5,18,3307,A3,Institut'l Vand'ism Educ Facil,M2,,,,
Delaware,CP-23-MD-0002397-2020,U9338840,11/20/2020,6,18,5104,,Resist Arrest/Other Law Enforce,M2,,,,
Delaware,CP-23-MD-0002512-2020,U9200623,12/8/2020,1,18,5503,B*,Disorderly Conduct/Grading,M3,,,,
Delaware,CP-23-MD-0002611-2020,U9380733,12/22/2020,1,18,3307,A3,Institut'l Vand'ism Educ Facil,,,,,
Delaware,CP-23-MD-0002611-2020,U9380733,12/22/2020,2,18,3304,A3,Crim'l Misch-Another Pecun Loss,S,,,,
Berks,CP-06-CR-0005199-2017,T9357320,10/31/2017,1,18,3127,A,Indecent Exposure,M2,Not Competent to Stand Trial,4/10/2018,,
Berks,CP-06-CR-0005199-2017,T9357320,10/31/2017,2,18,5901,,Open Lewdness,M3,Not Competent to Stand Trial,4/10/2018,,
Berks,CP-06-CR-0005199-2017,T9357320,10/31/2017,3,18,5503,A3,Disorderly Conduct Obscene Lang/Gest,M3,Not Competent to Stand Trial,4/10/2018,,
Delaware,CP-23-CR-0000127-2022,X4029174,1/14/2022,1,18,3502,A1II,Burglary - Overnight Accommodations; Person Present,F1,Dismissed,7/12/2022,Guilty Plea - Negotiated,7/12/2022
Delaware,CP-23-CR-0000127-2022,X4029174,1/14/2022,2,18,5506,,Loitering And Prowling At Night Time,M3,Dismissed,7/12/2022,Guilty Plea - Negotiated,7/12/2022
Delaware,CP-23-CR-0000127-2022,X4029174,1/14/2022,3,18,3304,A4,Criminal Mischief,S,Dismissed,7/12/2022,Guilty Plea - Negotiated,7/12/2022
Delaware,CP-23-CR-0000127-2022,X4029174,1/14/2022,4,18,3503,A1II,Crim Tres-Break Into Structure,F2,Guilty Plea - Negotiated,7/12/2022,Guilty Plea - Negotiated,7/12/2022
Delaware,CP-23-CR-0001953-2020,U8749414,8/4/2020,6,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Guilty Plea - Negotiated,10/23/2020,Guilty Plea - Negotiated,10/23/2020
Delaware,CP-23-CR-0001953-2020,U8749414,8/4/2020,7,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Guilty Plea - Negotiated,10/23/2020,Guilty Plea - Negotiated,10/23/2020
Delaware,CP-23-MD-0001755-2021,X4029174,7/27/2021,1,18,3502,A1II,Burglary - Overnight Accommodations; Person Present,F1,,,,
Delaware,CP-23-MD-0001755-2021,X4029174,7/27/2021,2,18,5506,,Loitering And Prowling At Night Time,M3,,,,
Delaware,CP-23-MD-0001755-2021,X4029174,7/27/2021,3,18,3304,A4,Criminal Mischief,S,,,,
Delaware,CP-23-CR-0002697-2012,T1393733,5/1/2012,1,18,3126,A1,Indec Asslt-W/O Cons Of Other,M2,Guilty,11/14/2012,Guilty,11/14/2012
Delaware,CP-23-CR-0002697-2012,T1393733,5/1/2012,2,18,3126,A2,Indecent Assault Forcible Compulsion,M1,Guilty,11/14/2012,Guilty,11/14/2012
Delaware,CP-23-CR-0002697-2012,T1393733,5/1/2012,3,18,3126,A7,Indecent Assault Person Less than 13 Years of Age,M1,Guilty,11/14/2012,Guilty,11/14/2012
Delaware,CP-23-CR-0002697-2012,T1393733,5/1/2012,4,18,6301,A1i,Corruption Of Minors,M1,Guilty,11/14/2012,Guilty,11/14/2012
Delaware,CP-23-CR-0000169-2017,X0697314,1/17/2017,1,18,2706,A1,Terroristic Threats W/ Int To Terrorize Another,M1,Guilty Plea - Non-Negotiated,3/27/2017,Guilty Plea - Non-Negotiated,3/27/2017
Jefferson,CP-33-CR-0000246-2020,U8553322,5/28/2020,1,18,3123,B,Criminal Attempt Invol. Deviate Sexual Intercourse W/Child,F1,Not Competent to Stand Trial,9/22/2020,,
Jefferson,CP-33-CR-0000246-2020,U8553322,5/28/2020,2,18,3125,A7,Agg. Ind. Assault - Comp. Less Than 13 Years Old,F2,Not Competent to Stand Trial,9/22/2020,,
Jefferson,CP-33-CR-0000246-2020,U8553322,5/28/2020,3,18,6301,A1ii,Corruption Of Minors - Defendant Age 18 or Above,F3,Not Competent to Stand Trial,9/22/2020,,
Jefferson,CP-33-CR-0000246-2020,U8553322,5/28/2020,4,18,3126,A7,Indecent Assault Person Less than 13 Years of Age,M1,Not Competent to Stand Trial,9/22/2020,,
Jefferson,CP-33-CR-0000246-2020,U8553322,5/28/2020,5,18,3127,A,Indecent Exposure,M1,Not Competent to Stand Trial,9/22/2020,,
Jefferson,CP-33-CR-0000246-2020,U8553322,5/28/2020,99999,18,3123,B,Invol. Deviate Sexual Intercourse W/Child,F1,Charge Changed,7/10/2020,,
Delaware,CP-23-CR-0006978-2018,X2082835,11/30/2018,1,18,5901,,Open Lewdness,M3,Guilty Plea - Negotiated,7/8/2020,Guilty Plea - Negotiated,7/8/2020
